user,tweet
Vishal Jaiswal,"AAP, in a way, is the first party to address Delhi as a city in its own right, and not merely a power centre.… https://t.co/xooTdKjc33"
Bharat bhushan,@ManojTiwariMP rinkiya k papa jab Delhi me etni sari pareshani h toh tum saton k sat sansad kya vahan dange karane… https://t.co/kAPD2yeDad
Alkesh Lakhani,Free k chakkar me poora desh dav pe lagado delhi walone radtravad hona jaruri hai#DelhiResultOnZee
Krishna,Congratulation sir @ArvindKejriwal on @AamAadmiParty scoring a hat trick in #Delhi assembly elections. People of De… https://t.co/0r6Jlo0xVF
Tapan Pandya 🇮🇳,"Hey #Delhi

• Nothing in this country is FREE. 🇮🇳
If you are getting something without paying for it, Thank a ‘TaxP… https://t.co/gBpTYm3DAy"
Ashish Bhatt 🇮🇳,"#दिल्ली_चुनाव के बाद
#मोदी जी के नारे में परिवर्तन #कांग्रेस_मुक्त #BJP_युक्त #भारत
#Election2020 #Delhi #DelhiElectionresults2020"
Antu Deb,@monicavaneet @coolzoop @TajinderBagga Chutiya hindu logo se bat mot koro bhai jab is jaisa log nam arabic or urdu… https://t.co/C3CtZJf09V
NewLutyens'Bakht',@republic @gauravbh Mr @BJP4India neta Delhi voters knew these slogans &amp; sloganeers are just a handful of people &amp;… https://t.co/GZIqdV8tmp
ShArm@,@khanumarfa @khanumarfa is galatfehmi me mt rho ki delhi ki public shaheen baagh ke saath h.....
Atul Kumar Mathur,"@ZeeNewsHindi @sudhirchaudhary If u (Delhi People) get something for free,, Thanks to a Tax Payer not to Keju.."
अनिल,"Amit Shah is totally confused...

He asked the people of Delhi 
""Vote kisko diya?""

And they all replied...
""AAP KO"" !!!
😂 😂 😂 😂 😂 😂"
Biswajit Tripathy,"Congress lost its deposit 67 seats out of 70 seats in the National Capital Delhi,but no TV news channel discussing this😠😠"
Prameya News7,"ଦିଲ୍ଲୀ ଝଟକା କଂଗ୍ରେସର ପିଛା ଛାଡୁନି, ୬୩ ପ୍ରାର୍ଥୀଙ୍କ ଉଡିଗଲା ଅମାନତ:  ଇସ୍ତାଫା ଦେଲେ ଦିଲ୍ଲୀ ପିସିସି ସଭାପତି https://t.co/yipJHXFE3T"
Soutik Biswas,".⁦@rahulverma08⁩: A soft line on religion (endorsing religious practices of the majority), playing on same national… https://t.co/p1e3pcm558"
Nag,@arpriyagowda JDS sweeps Delhi.... ha ha ha
Nitin gupta,"@OpIndia_com Opindia.. I would urge tht we stop discussing Congress which is a dead party in Delhi 
Plz start discu… https://t.co/otEuSSa167"
Karmic_Indian,I see so many journalists and liberals are dancing with joy after Delhi results. Just wonder if you people are so a… https://t.co/6xvH5K5Hde
Raj Kamal {Raj Raftaar},"केजरीबाल जी ने कर दिया दिल्ली को साफ 
🙏😆😆😆
राजतिलक की करो तैयारी आ रहे है मफलर धारी 🙏✌
@ArvindKejriwal… https://t.co/w6GogQNqfW"
Rakesh Sharma,@amitmalviya Everyone in Delhi aware of FreeBees of @AamAadmiParty but none of Ur MPs/MLAs/Counselors promoted Sche… https://t.co/akoCTBjYsG
Kamal Aggarwal,"Heartiest congratulations to Shri @ArvindKejriwal &amp; @AamAadmiParty for a sweeping victory in Delhi Elections. 
Acch… https://t.co/S6QbYyMJaz"
Pragya Narang پرگيہ نارنگ प्रज्ञा नारंग 🇮🇳🕊🇵🇰,@ArvindKejriwal and @AamAadmiParty I know you are getting lots of tweets today but here's my humble yet urgent requ… https://t.co/AkCYretiNl
RAJAT 🇮🇳,@mgnayak5 @sanjaysachasl I doubt that. MCD is being ruled by BJP for 15 years while they have been losing Delhi ass… https://t.co/b4inFmhUtp
SB,@Pardeep241918 @mvmeet True. Atleast 1 &amp; 3 affected Delhi polling.
Sandeep Gupta,"@Morewithshashi It was much closer than expected especially in Jamuna Paar and outer delhi areas.
AAP swept both ol… https://t.co/BSIZjoChGV"
RAHUL KHANNA,@Dsk_Talks @MohsinK23137364 bhai me toh chahta hoon rajasthan me bhi Aap aa jaye aur delhi jaise free karde sab net… https://t.co/G4yHC7lMr7
Rajesh Kumar,"दिल्ली में आम आदमी पार्टी की जीत पर बोले तेजस्वी-‘नफरत की राजनीति हारी’ 

 https://t.co/lNqaPb9hqq"
Rondras,'Thousands' of men jump college gates and assault female students https://t.co/nXs3xztfYy
ஸ்திதப்ரக்ஞன்,"@SuryahSG ஏதோ.மசோதா தாக்கல்.பண்றதா இருந்ததே அது என்ன.. Delhi status எதனா மாத்தி UP அரசுடன் merge 
பண்ற.சட்டமா?😂😂"
Anoj Rohatgi,#vadrasfinishcongress 40%  voteshare. Is the best in Delhi for BJP ever. Simple math:2/10 bjp 3/10 aap 5/10 didn't… https://t.co/tPMINNZ8dQ
@vikasreddymank1,Mr. pappu we need a comment from https://t.co/Lf6Hqqdokk there any congress leader worth his salt to question the l… https://t.co/T6e8VIf51d
Being Shahid,@ArvindKejriwal Congratulations to Continue Mr.HALK OF DELHI for the wonderful victory in the Delhi  assembly elect… https://t.co/jO8AxKLIko
shreedharpuri,Whatever we say here today is not against any party or person. We are not here to do politics. I have not stood up… https://t.co/i02VpheGmR
Manish Damor,@sudhirchaudhary Delhi me aab kuch alag ho gYa
Dr Kapil Kakar,@PrashantKishor He seems to be a guy in his own world. He doesn't understand what a fool he is looking with such id… https://t.co/P1c6LUu9bR
Shubham Kshatriya,@ShahidsSuperFan @thevirdas @iFaridoon Whole India didn't pay tax for providing freebies to a metro state like DELHI ffs
vinay morya,@AjaySengar_ Bhai apke koi relative agr delhi me rehte hai to unse puchna ki aap ko vote diya hai ya nhi???? Or agr… https://t.co/w0XEoaWjWV
Ratnakar Panigrahi,#VadrasFinishCongress @republic It was the strategy of congress to suicide in order to defeat BJP on Delhi
vijay raj,"@ShilpiSinghINC Pehle ye batao. 
Delhi me 70 sito par congress kitni sito par ladi ?
Kitni jiti ? 
Kitni me dipojit dul?
Wo batao."
Surjeet Singh,@sudhirchaudhary Delhi dil walo ke nahi aab Muft Khoro ke. Kitne din ke liye Muft Milta hai dekhte hai.
Charu Joshi,What a great response from the voter of Delhi!
KN Subramaniam,@AtishiAAP @AamAadmiParty Congratulations Atishi on your victory. your contributions to make Delhi Schools great pe… https://t.co/YvlLrs5Kt9
समझदार Mishra 🐦,She deserved it more than anyone. Happy for her and Delhi https://t.co/vWe6RuGq9C
Adil Khan,"What a tight slap for three idiots by people of Delhi 

@narendramodi 
@AmitShah 
@yogiadityanaths 

#Delhi 
#Kejriwal"
Ram Vanshaj Premlata Asopa🇮🇳,"Very rightly said Ish.
When Delhi Voters have believed in AAP ,they will surely not leave.
Rather will make this Go… https://t.co/U0BTXghUqW"
Dinesh Sharma,"Dr @Swamy39 ji

Delhi Results: A Story of Two Losers 

https://t.co/5hcSxzCpEA via @PGurus1"
Tushar Madhuram,"@RajWithRaGa @chef_newton @Advaidism If bjp will win we can fight with them 
Same like Delhi where congress formed… https://t.co/6bZP1ZpGWj"
नवीन झा 🇮🇳,Seems this Fraud is talking about @RahulGandhi and #Congress .. which scored 00/70 in Delhi assembly election 2020… https://t.co/5dry0hBu2L
SOHIL LAKHANI,Many many congratulations to @ArvindKejriwal and @AamAadmiParty for victory in delhi...
Ashok Upadhyay,"After clean sweep by @AamAadmiParty in Delhi, Congress Delhi chief Subhash Chopra resigned. According 2 reports big… https://t.co/U8lCbTAZpO"
S Vijaykrishna,That's the difference between class and crass...anyways its Delhi's choice so we have to respect it. All the best t… https://t.co/hLi3OXbbzT
Abhishek,@crazyabtsrk Sad but true.. I have lived in Delhi most of my life.. Has seen the demographics changed in front of me.. Now going worse..
SHIKARIPURA YOUTH CONGRESS,"ಕುಂಠಿತಗೊಳ್ಳುತ್ತಿದೆ ಮೋದಿ ಹವಾ? 2 

ವರ್ಷದಲ್ಲಿ 7 ರಾಜ್ಯ ಕಳೆದುಕೊಂಡ ಬಿಜೆಪಿ!...

https://t.co/7sdDkJPttk"
R♡JH♡NS,Arvind Kejriwal Calls His Win in Delhi Election the 'Birth of a New Politics' https://t.co/gKxXsHSz9v
Jayanta K Das,"Delhi Assembly election 2020:
Happy times for all?AAP is of course happy to route BJP and Congress,BJP is happy to… https://t.co/dX5kempNV3"
Mohd Aarif Khan,@ArvindKejriwal Arvind Kejriwal ji aapko bahut bahut badhai Aur mubarakbad deta hun. Delhi vasiyon ko ki Aap Jaisa Neta Mila
Manish Kumar,"AAP sweeps Delhi for 2nd time; BJP gains, Congress 'decimated' again
 https://t.co/pFJuhNDkLo
Download the TOI app… https://t.co/zE72NY3tNK"
WhoIsRight,"Delhi elections:Total 100 votes,    Total 16 Muslim votes; 39 Hindus didn't vote while 15 of 16 Muslims voted. So o… https://t.co/UGxyr1Xn2D"
YesPunjab.com (For Punjabi follow @BawaHs),"Big changes expected in #Delhi #BJP, #ManojTiwari may quit @BJP4India @BJP4Delhi @ManojTiwariMP… https://t.co/E9oH5mrKX4"
Danish Mallick,@ABPNews Ye jeet delhi walo ki hui or khushi pura desh bana rha h
Jaihind,@RenukaJain6 @narendramodi When r u leaving Delhi ??
Nationalwheels India News,दिल्ली की जनता ने फ़िर चुना केरीवाल को अभी तक रुझानों में आम आदमी पार्टी 63 सीटों पर आगे चल रही है और 7 सीटों पर बी… https://t.co/w3zhmGu7He
#Anationalist,@RajeIyer @KyaUkhaadLega @BJP4India It's lame duck - AK was able to carry the people of Delhi
Dailyanjal,டெல்லியில் மீண்டும் ஆட்சியை கைப்பற்றியது ஆம்ஆத்மி: மோடியுடன் 250 எம்பிக்கள் முகாமிட்டும் பலனில்லை: பாஜக-வின் தேர்த… https://t.co/ZuTYX2TvQN
sanjay,@Kranjanashish Congratulations for brilliant and apt analysis of Delhi Elections
Salman Ali Naqvi,"Congratulations to @ArvindKejriwal on the winning of Delhi Election 2020
@AAPDelhi
Today Students win
Salman Naqvi… https://t.co/8TgOzxGj5N"
Giffin,@deepabharath19 @BJP4India @narendramodi @narendramodi_in @PMOIndia @AmitShah @myogiadityanath Any thing happened Dar in Delhi for Hindus?
Udit,"It's a shame that BJP has lost 6 consecutive Delhi Assembly Elecrions in a Row!
@HarishKhuranna sir, please help to… https://t.co/63V34VYdSI"
sanjeev mishra,@AwasthiPallavi delhi hc?
OneIndia,Delhi Assembly poll: BJP loses most seats where its leaders made controversial remarks  https://t.co/4c1wxanYkq #Bjp
vinay saini,"Whole Delhi state unit must be sacked.. Without any Delay.. 
Mostly All over India.. BJP's  MP's,  MLA's n others a… https://t.co/5vy9lC6vXM"
Diwakar Vats,"Bilkul sahi.
Desh ke Gaddaron ko
Delhi ne Ballot mara saaron ko..

#DelhiPolls2020 
#DelhiResults https://t.co/I0URdmJdJC"
RG 🇮🇳,"Oh my God!!!

@PChidambaram_IN calls @RahulGandhi and years of @INCIndia contributions to Delhi as 
“BLUFF &amp; BLUSTE… https://t.co/lffjWDcNJd"
md.noman $ محمد نعمان,@ArvindKejriwal Delhi ki janta ko aap se achhi ummeed hai
sonal vij,I am receiving an award for contribution to mass communication on the 18th at Jamia Millia Islamia in New Delhi! I… https://t.co/2f6IPFK7nx
🕉️ सत्यजीत ⚛️,@MajorPoonia Delhi is Second Paki.
Soniyoo,"@ArvindKejriwal Sir Ji, world class to bana hi de rhe ho sare aatankiyo ka adda bna k delhi ko. Bech to diye hi ho… https://t.co/SELt9gFJvt"
हरि 🕉 चौहान 🚩🇮🇳,"चिंता तो #हिंदू करें !
मुसलमान नही 
उनके पास तो पाकिस्तान, बांग्लादेश,अफगानिस्तान है। आपके पास क्या है ?
200 यूनिट फ्री बिजली ?

#delhi"
Abhishek Khare,"Stunning victory for AAP and @ArvindKejriwal ji, congratulations! Best wishes that he fulfills the aspirations of D… https://t.co/GjJNHy5gUH"
Rahul Deo Singh,@Dilsedesh bhai mundan kab hoga aapka results Aa gaye hai Delhi ke
Ravish James,@timesofindia Let them open an account outside Delhi.
Rohit Bhatt,"@narendramodi @ArvindKejriwal Respected sir,
I think the candidate face for delhi election was not effective as we… https://t.co/8OQUyp6iZq"
🅳🅴🅼🅾🅲🆁🅰🅲🆈 🗨,"@sudhirchaudhary Today stooges are abusing Hindus of Delhi as muftkhor gaddar,dogla. 

Under whos patronage these s… https://t.co/SSQEiEc4Aw"
Praveena Pillai 🇮🇳,@KehKeUtaro @AbhishBanerj @S_Priyadarshii Do you know @TajinderBagga ? Ask the people who are homeless and sleeps o… https://t.co/DahbGjfMdL
The_ƒαямαη04,"@AmitShah I think delhi walo ne kuch zyda hi zor se btton daba diya tabhi abhi tak koi tweet nahi aya😂😂
Sorry sir.j… https://t.co/c67cFf5J1B"
Dr. S P Singh🙏,@NavbharatTimes The Bharatiya Janata Party also fielded its home ministry in the Delhi elections but nothing was achieved.
Charaminder,Congratlations @ArvindKejriwal for the huge victory I hope you will work for the betterment of Delhi and will not d… https://t.co/RdW1dEfl1Q
Prabhav Gupta,"View: Far from becoming an all-powerful juggernaut, BJP now looks somewhat lost https://t.co/lfck3DS3BK"
Biswaranjan Jati,"Sir aap wapis ajao Delhi bjp main, aapki bahut zarurat hai. https://t.co/bdsxnBIMEM"
Pooja Priyamvada,Being safe online in all kinds of spaces is cyber safety. Every time I have faced any such issue help doesn't come… https://t.co/Ysd6ZCE386
Jayanth Jacob,"Six lessons from Delhi results. 
1. Road to parliament still doesn't go via Delhi or through any state capitals exc… https://t.co/GFsGCxe90G"
Manish Kumar,"Delhi polls: 63 Congress candidates lose deposits
 https://t.co/2bpo3rXMPc
Download the TOI app now:
https://t.co/XZqSvt9R2X"
Sarah,Snakes leaving my Delhi for good. 💅 https://t.co/fGq0eciKIQ
Jojo,"@maggie_delhi 😂😂😂
Try again in some time.. too much rush maybe 😜😜😜"
Swami Ramananda,Greetings to Delhi Chief Minister Arvind Kejriwalদিল্লির মুখ্যমন্ত্রী অরবিন্দ কেজরিওয়ালকে শুভেচ্ছা রইল
Devdiscourse,"Congress puts up worst ever performance in Delhi polls, Rahul-Priyanka rallies prove non-starter https://t.co/q866R24CLt"
Manoj Kumar,@mithunk000 @SinghSa88554232 @ManojTiwariMP @ArvindKejriwal Ye bolo ki delhi lalach main fasi.....ye free ki adate… https://t.co/dkzZGx7N5S
Omar Ali,"#CAA_NRCProtests will continue
#ShaheenBagh protests will continue 
#Jamia protests will continue
#HamDekhenge… https://t.co/zNfvbwh514"
Prparida,@mukeshshah29 @hinduja_sonia @yugavartak108 Agle 5 Saal ....It's kejriwal ...freefall for Delhi 👌👌👌👌 jio ..aur khao 👍👍☺️☺️☺️.
me toh bolunga!!,"@SunoRishi Such b bigg loss for delhi and in a long view for country.. it was an easy win for bjp i dont know what went wrong.
M sad..

🙄🙄"
Paavani,Today #Delhi is 2 degree hotter thn Gurgaon. Usually 1 degree difference or same temp. #weather https://t.co/waotYCP5B9
Mukesh Kumar,@GautamGambhir 200 unit bijali free 700 litar pani free or bas me ledij free mal sarkari hai pardution to mat puchh… https://t.co/OQSM4pRXXW
Bipindra NC,"Replug: Okay, let’s admit it. Biggest contribution of Modi-Shah combine to #India politics - to win polls, politica… https://t.co/ETz8N4Wv1B"
Adv. Ashutosh J Dubey,"@vivekagnihotri भारतीय जनता पार्टी का सात राज्यों में लगातार हुई हार- का कारण बताएं?

~मर्यादित भाषा मे।😐

#Delhi… https://t.co/rzni3DzHn5"
Shivaan Tomar,"@mkatju All jokes apart, are you content with AAP winning in Delhi ?"
Lost Paradise,"@goelgauravbjp Lol... Truth is they tried , tried and tried. And about vote politics , they brought all the puppets… https://t.co/nTMzOy7Wts"
Vaibhav shende,"Congratulations to Delhi people for great victory and proved that education, development is more important than Hin… https://t.co/GfeP1d1D5L"
Yogesh singh,@ArvindKejriwal Congratulations sir...DELHI wale khushnasib hai jinko aapke jaise GREAT chief Minister mile.
Amit Choudhary,"@SwatiJaiHind @ArvindKejriwal Congratulations to you too mam.
You r doing a splendid job in DCW. 
Please tranform D… https://t.co/BQPHCbxQR2"
Govind  Chotalia,DELHI JANADESH : ग़ज़ब केजरीवाल ! “आप” की बहार है.... https://t.co/DNCUp19aDM via @YouTube
Karmic_Indian,@_sabanaqvi I see so many journalists and liberals are dancing with joy after Delhi results including you madam. Ju… https://t.co/WCPWQBY3FQ
