user,tweet
Manpreet Singh,"With an effective 'perception management' of successful governance in Delhi under Kejriwal, I see another Modi in m… https://t.co/3FK74t07Os"
Zeeshan Sayyed ✊🇮🇳,"Amit Shah is totally confused...
He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP… https://t.co/LVPuXFmsRW"
The Indian Express,"LIVE | Congress accepts resignation of PC Chacko, Subhash Chopra 
https://t.co/gH1v4V1rOY"
BHARAT_PUTRA,@republic I am afraid if this happens following present trend of Delhi #HowMuchFree https://t.co/OY6SlSlhYe
Ankit Singh,"Project this guy as next Delhi CM.
Only substitute to kejriwal. https://t.co/QuV4qP5KY9"
The Wire,"Congress Delhi in-charge P.C. Chacko resigned from his post, taking 'moral responsibility' after the party’s poll d… https://t.co/UYJoCZbQnI"
Zee News Hindi,"दिल्‍ली: हार के बाद नागरिकता कानून पर बीजेपी के रुख पर उठ रहे कई सवाल
#DelhiElections2020 
https://t.co/LJrUjVzUp2"
BloodAid,#Delhi #Urgent Need A+ #Blood @ R &amp; R Hospital. Call 9818485485 #BloodAid via @amb1RAVI cc @TajinderBagga @upma23… https://t.co/TpV72aigNO
Pao Adha Pao Ka Atom 💣,"@coolfunnytshirt @sidin Delhi ko ignore mat karna, aise bhi nam ka state hai"
Rishi Mishra,"Vijendra Gupta, a low light person won in 2015 &amp; 2020 elections from Rohini,even in this wave of AAP

He deserve a… https://t.co/CbGIv4yRnP"
आम नागरिक,@pkm370 दिल्ली चुनाव की रैलियों की भरपाई
Rajeev Datt Panday,"सोनिया गांधी ने स्वीकारा पीसी चाको और सुभाष चोपड़ा का इस्तीफा, गोहिल बने अंतरिम इंचार्ज

https://t.co/lyqEKKTI6k

S… https://t.co/CyyRmRrtMR"
Sunil Kumar,"@sardanarohit @sidtree Sir kuch kami BJP ki bhi rahi... Magar 
Mera manna h k delhi ki  jeet m bahut had tak free k… https://t.co/oDZvgKT7Zz"
Kulen kalita,@ArvindKejriwal Delhi's people are actually smart. They knows whom to vote and when to vote. Last Lokshova election… https://t.co/P16s1swlcA
Santanu Halder,"BJP vote share up, improved on number of seats in Delhi polls, says Nirmala Sitharaman at Times Now Summit… https://t.co/sDC8gw9a77"
Givees,@virendersehwag @ArvindKejriwal Delhi needed such a good person like @ArvindKejriwal to fullfill humans daily needs… https://t.co/tnmFIphUWg
Anil Kumar Agarwal,"Delhi Elections: NOTA polls more than Communist parties, manages to get only 0.03 percent of votes https://t.co/2CQvXK2VTS via @opindia_com"
sujay,Delhi me hindu ka bure din started ho gaya.
Rr,"@aajtak Ab to delhi ma har molvi ko 18000 month salary milage or mandir &amp;Gurudware ke granthi ko ,🤔🤔🤔?"
Gurvinder Singh Ghayal,@LambaAlka jab tak inc ALKA LAMBA JI ko Delhi ka state president nahi declare karti tab tak Congress kaa survive nahi ho sakta
9PM Bark-nalist 🐶🇮🇳,"@PChidambaram_IN Too much violence in #Delhi now a days
.
.
.
Feeling heart broken for the #Students
😭😭😭😭😭
#DelhiPolice"
Kishore Singh,@republic Pl challenge it in court it is rightful decision of delhi government to serve public
Ajay Gupta,"@republic 1. I am shifting to ""Delhi"". It's not worth to live anywhere else in India.

1. Free Electricity
2. Free… https://t.co/hhxz2369yg"
Natasha,Don’t ask me what I’m doing. You know I’m out here being cute.
Asianetnews Hindi,"सोनिया गांधी ने स्वीकार किया दिल्ली प्रदेश अध्यक्ष का इस्तीफा, चुनावों में शर्मनाक हार के बाद पार्टी में उथल-पुथल… https://t.co/GlKxmBVaur"
Sarcastic_HumaN,@PrezzVerde @ChhotaFanta Aur Mai Tumhe 🤣
Shivanand Shakya,"@justvoot Delhi election
#BB13OnVoot
#AsliFans 
#SidharthKeAsliFans"
Paras Marwah,@sanjukta @RahulGandhi @LaraibNeyazi Madam ji congress ko kitni seats mili hai delhi elections mei???🤔🤔🤔😂😂😂
Yıldırım Rio,@MukeshDBhatia8 @BajpaiDeepak https://t.co/qUu6GJZNIN
joeluis D'souza,@Aam_Nationalist Shameless man did you get elected by default or EVM Manipulation which bjps CEC failed to give imm… https://t.co/VjCl41pPw8
Sara Bangla,Dead bodies of 5 including two minors recovered from a house in Delhi - https://t.co/1bV9BORm3g
Vishal Pandey,Congratulations to Aam Aadmi Party for winning Delhi elections. https://t.co/lz4D0zt4yw
Ram,"@venkat1962 @vivekagnihotri 1.Where is the connection of  pipeline to 14 lakh ppl?

2.200000 toilets kaha gaye?

3.… https://t.co/hE6lYF4evG"
Sensible Ideas,@shambhav15 #ArvindKejriwal's Delhi development work is highly commendable. BJP needs good leaders at local level.… https://t.co/nr9vAc5ZEw
subhash bundela,How much of kejrewal's salary has he given out free to people of delhi pls someone answer #HowMuchFree
MAJYD AZIZ,"Long meeting in @ilo Islamabad Office with Ariel Castro, Officer for Asia &amp; Pacific Region, Bureau for Workers Acti… https://t.co/oi5ucYA8a6"
Naina🌻,"@Vann24 @minitroll_ Nombres, Daniela jaja. Más fácil que caiga nieve en Delhi en pleno verano 😂"
Prashant,"AAP sweeping Delhi Polls is a precursor to a simple logic.

You can fight incumbency with Good Governance and garni… https://t.co/7Qjh1isOdV"
Prof Hari Om,"#DelhiPolls2020

NaMo Abolished 370, 35A.
Delhi Hindus: So What. He Didn't Give Us Free Water/Power.

NaMo Passed C… https://t.co/14rDuvLpSV"
Shambhu Kumar,@ArvindKejriwal @ShatruganSinha Arvind kejriwal ji  i am your big fan sir i am follow and newly join your miss call… https://t.co/9iQDWmPpQ3
NBT Hindi News,"#CAA CAA: जामिया की छात्राओं का गंभीर आरोप, प्रदर्शन के दौरान पुलिसकर्मियों ने प्राइवेट पार्ट्स पर मारा https://t.co/eutEYsjlQU"
Yıldırım Rio,@MukeshDBhatia8 @sanvision123111 @BajpaiDeepak @kapsology https://t.co/qUu6GJZNIN
Roopak Gautam,@SanjayAzadSln Congratulations Sir on a great win for your party.I want to meet you in delhi tomorrow 13 th feb to… https://t.co/4iukH5Lkap
Godfrey of Acre,"@ghost_wales Pmsl I’ve had one called Rodney too, said he was in London and phoning from BT I said delhi isn’t Lond… https://t.co/lLP7naW3QE"
Anjli Chauhan( Official A/C ),"हम पहले भी शून्य थे,अब भी शून्य हैं हारी तो भाजपा है:-कांग्रेस नेता😂😂
https://t.co/RxqBGnqiyp"
Kerala Kaumudi,"NEW DELHI: After Congress's dismal performance in the Delhi Assembly election, where it failed to get any seats, pa… https://t.co/MUWSvCYAEQ"
sainath,"Delhi poll result shows broom of AAP sweeping out BJP’s lotus
Congrats Arvind kejriwal sir https://t.co/XINtu5L3Cm"
Md Anish,"@ArvindKejriwal , at least pay your lip service on behalf of the Jamia students as they faced brutalities by Delhi… https://t.co/gwt1EBWBQo"
Dhas.GK,#DelhiElectionResult2020 gave humiliating defeat to #INC .The reason is no proper strategy adopted. Earlier Sheila… https://t.co/Oc1IYEoQAv
Spicy Bhabhi,"Follow @spicybhabhi ❤️❤️
.

#delhidiaries #delhifoodie #delhinightlife #delhigirls #delhifood #delhimodel… https://t.co/rjdU7eNgFU"
🇮🇳AjayPremKaushalPareek🇮🇳,"@rishibagree @ruchitweet @ArvindKejriwal As suggested by me, Had Delhi was flooded with hoardings of this tweet and… https://t.co/sVVxO6vSkk"
Oota aitha?,"Via WA.
————
Delhi.

BJP lost by less than:
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add this t… https://t.co/hURpqXfnxH"
Neeraj sharma,"@RanaAyyub Bjp ne pakistan ban chuke delhi me  hi 8 seat jeet liya.....

Bolo delhi jeetne walo ko Indian state me… https://t.co/8A4TDhWAYi"
NDTV News feed,Delhi's Shaheen Bagh Inspires Anti-CAA Protests In Punjab https://t.co/va0Oh1eYKR
CHOWKIDAR  Chor Hai* A.M.S.DIRAVIA RAJ,@mdaleembasha Thirty-seven of the 70 newly-elected MLAs of #Delhi have declared serious criminal cases against them… https://t.co/JNGT7urZFK
sanjiva,"Delhi major problem has been 
1.traffic and lack of public transport
2. Pollution 
Kejriwal failed on both fronts… https://t.co/jFnEGRUUe3"
Punjab knowledge bank,@SandhuKanwar @AamAadmiParty @ArvindKejriwal @AAPPunjab Good wishes on Mission_ wish change in his mindset towards… https://t.co/CKvZcpnd9i
Elyas Sikander,@akhil_glg Kashmir is our land not some darkie uncouth Hindus from Delhi is going to ever change that
Gopualiasmarudhanayagam,Nirbhaya Case: Nirbhaya's mother breaks down in court during hearing | Delhi News - Times of India https://t.co/qfPfcsAnrA
Harpreet Singh Randhawa,@GautamGambhir @ravinegi4bjp @BJP4Delhi Koi azenda nahi tha apke pass sabi ne jaat paat ko lekar bhasan diye maar d… https://t.co/ypNnuozI9m
انندیتا 🇮🇳Anindita,"@SmartHaider2244 That’s not what I asked. 

All soft + hard  Sanghis 

and Sarkari Muslims 

had biryani yesterday… https://t.co/yUi7vViWDa"
Roma,After listening to this speech one thing got cleared. Elite people of Delhi are not paying income tax honestly. Tha… https://t.co/CSezSmcHCU
CHOWKIDAR  Chor Hai* A.M.S.DIRAVIA RAJ,@anuragteddy Thirty-seven of the 70 newly-elected MLAs of #Delhi have declared serious criminal cases against thems… https://t.co/BcrmdhznNw
Bhargava Kavuri,@slickenteur BJP should make him the CM candidate of Delhi for the next Delhi elections. Start working from the ground level now onwards.
Jai Shree Ram 🙏🙏,Maharashtra aur Delhi ke baad @aroonpurie ko naya contract mil gaya Bihar ... ka employees kaam pe lag  gaye https://t.co/ARhRvCGEgd
Flipper ishu,Come on Delhi speed up #ShehnazKeAsliFans
Udaipur Kiran,Delhi: Arvind Kejriwal to take oath as CM on February 16  https://t.co/fpSmFhBbm9 https://t.co/7oLQkycggn
Sanjay,@Ayash910 @PTI_News Brother no crime is serious than rape if those MLAs have rape cases against them means it's a d… https://t.co/MKamJ0u7fN
Sunil 🇮🇳,"@AsYouNotWish Saw a cunning n dirty smile on Nidhi Razdan while declaring Delhi polls, oh this was real dirty ... I… https://t.co/HTLeLopxpm"
juneid gazdhar,"New Amazing Developments For Modi, Amit Shah After Delhi Polls Against A... https://t.co/xZRSc8cvzM via @YouTube"
Prashant Tyagi,@MehHarshil @BDUTT @ArvindKejriwal Delhi CM: Barkha Dutt Ki Ammi 😂😂
9PM Bark-nalist 🐶🇮🇳,"@saahilmenghani @abhisar_sharma @CNNnews18 Too much violence in #Delhi now a days
.
.
.
Feeling heart broken for th… https://t.co/oTkfhCqYbI"
CHOWKIDAR  Chor Hai* A.M.S.DIRAVIA RAJ,Thirty-seven of the 70 newly-elected MLAs of #Delhi have declared serious criminal cases against themselves which i… https://t.co/S6HUCg3U3C
Navv,"@mastizaaadee ""Bhai log agr chunaav ka bukhar utar gaya ho to dhyan de valentine week bhi chal rha he.... Delhi sar… https://t.co/OgtewOZdGT"
T Abdul Kareem,After Delhi people rejected BJP also they not understand to change their attitude.bjpto talk responsible way.Girira… https://t.co/RLCGyEvpLr
Teekam Singh,@Pushpendrakuls0 Delhi me har nhe jeet he pahale se  jiyada jeet hasil ki he agale  baar pourn bhoumat se ayenge
🇮🇳Dev Sehgal,Delhi2020AAP win not propped by#Chanakya Niti bcoz Rajrishi advocates Equality&amp;Best cities.BJP needed Modi-like peo… https://t.co/TneL4TchxU
Shahid Sheikh,"#Delhi polls 
مودی/موزی
@AAP v BJP
بھارتی وزیر اعظم مودی کو اگر سیلیکٹیڈ  نامی موزی مرض لاحق ھوتا تو۔۔۔ 
مودی کی بی… https://t.co/J67zc5vgyt"
Ashok NR,"@RanaAyyub Remember the times when you see a phenomenal trailer at a multiplex? 

You get all excited and then pay… https://t.co/ToxGpBA5kb"
HITMAN 👊👊👊,"@Dr_AhaanaSharma Thanku, mein delhi se hu, 😂😂 https://t.co/S7hA3C56HW"
Jasram Pokhriyal,Delhi Jaichands are celebrating as if they have won the word. Yes they must be up. But when M will torture their mo… https://t.co/fgX6YIWE9B
News Nation,राहुल गांधी शिव भक्त है इसलिए शिव मंदिर जाते हैं. केजरीवाल हनुमान भक्त हैं इसलिए हनुमान मंदिर जाते हैं. इसमें गलत… https://t.co/uJwQ8VmlTZ
MajorRoshanBhatia(retd),@sekar_991 @SnghAP @ksranaji @Anju1951Purohit @RRajeshbhatt @brahmavidvariya @BillionIndian @MoeenAnver… https://t.co/0Q8qBfQRef
Rohit Kumar Shukla,@ArvindKejriwal bahut bahut badhai aapko aapane Delhi per Vijay Bhai bus Meri Yahi aap se Guzarish hai ki Hamesha D… https://t.co/I16FI4Ci3d
UptownDate.com,"Michael20 48 ""C'MON AND TRY ME. DON'T BE SHY."" from #Delhi #CA has signed up to Uptown Date!… https://t.co/aeynzD346c"
Goldi Saini,Hindu he hindu ka dhusman h kya yar zo pani pee nyi sakte uska free kya lena sab gharo m aaro aur bottel lete h del… https://t.co/XkQJjd0eWi
Ashish -(Voice of Mahadev)🔱🇮🇳🇮🇳🕉,@vishwakantnoida @Amritapandeyy @NupurSharmaBJP Bas dilo ko jeetke hi aap reforms and policies nahi la sakte.. apne… https://t.co/Ha605tZZFA
Kunal Chhoker,"@karanbirtinna @Astro_Healer_Sh His word was winning Delhi elections as well. Words are just words, not law."
Riddhi Jhala,"💄 New @ILoveLakme  #betterin3d is here &amp; I'm so excited! 
I can't wait to try out these new products! 

#ilovelakme… https://t.co/HOXkUNG6hO"
Sadanand C Hullur,"Rather than teaching a man to fish, #Kejriwal is giving fish. #Delhi will suffer because of this. #HowMuchFree"
Vaibhav,"@Swamy39 @seafoodsraj I do not know why but Someone in BJP does not allow credible opposition face in Delhi,… https://t.co/1artm7Eveb"
Destroyer,@HinduSurvivor @AlokJai65975914 @gopugoswami @12mhkl Ye khabar jin BC hinduon ne kejriwal ko vote de kr delhi ko we… https://t.co/6JB2P8FK3B
Neeraj Inamdar,Neeraj here from New Delhi.. #NephJC
uday singh,@AmitShah she should be groomed for next CM candidate in Delhi https://t.co/sUhQsWpPLU
Arun,#HowMuchFree  Venezuela like situation in India is quite possible because nothing can beat freebies for votes.  As… https://t.co/C9FG4jaz8j
chaman gorwal,"Indain railway and delhi police..... 
At new delhi railway station there are no of ticket blacker are wondering and… https://t.co/2rnfKhdOBl"
🇮🇳 manish singh rawat 🇮🇳,"@AtishiAAP @AamAadmiParty atishi ji, congratulations 👌👍"
Dr.KHB,Delhi ko free chahia to delhi areage kare. Pura desh burdon kyu le?
AAP In News,"दिल्ली जीत के बाद अब राष्ट्र निर्माण की राह पर AAP, 24 घंटे में जुड़े 11 लाख लोग  https://t.co/2dO1N3sNFF via @zeenews"
MOHAMMED ANZAR,@UmmatEMuslima21 @IndiasMuslims @DelhiPolice @dgpup @TwitterIndia @Osamashaikhmba @OmarAbedeen1 @SaeedAn61146489… https://t.co/eb80kVkzl5
Roopak Gautam,@ArvindKejriwal Congratulations Sir on winning the elections. I want to meet you in delhi tomorrow 13 th feb to dis… https://t.co/FC4NimSQub
आम नागरिक,दोगला कानून https://t.co/S8YbdzSOry
Aashiश Joशी,"90% Twitter is from Delhi, toh baaki kahan se ho be?"
James Wilson,"Here @kaul_vivek dissects Delhi's freebies offers. 

The fiscal deficit of the Delhi government in 2019-20 is expec… https://t.co/cHpHFjNAPL"
Pradeep Kumar,Delhi walo muft ka maja lo
Raghav.N,@vsuda @Iyervval Don't be fooled. These were just optics to fool the naive Hindus and take their vote. Had the case… https://t.co/Zhta7M2DIw
Gunjan Mehta✨,"Behan, Centre mein abhi bhi 4 saal 3 mahine ke liye Modiji ka sashan hain. Aur Delhi Police bhi Centre ke under hi… https://t.co/75aULzGVrJ"
